account_id,signup_date,plan_tier,seats,industry,country,referral_source,is_trial,target_churn,tenure_days,current_plan_tier,current_seats,current_mrr,current_arr,billing_frequency,num_upgrades_180d,num_downgrades_180d,num_plan_changes_180d,sub_tenure_days,total_usage_30d,avg_daily_usage_30d,total_errors_30d,unique_features_30d,total_usage_90d,avg_daily_usage_90d,total_errors_90d,unique_features_90d,avg_feature_duration_sec_overall,num_tickets_90d,avg_resolution_days_90d,avg_satisfaction_90d,num_escalations_90d,overall_avg_resolution_days,overall_avg_satisfaction,pct_high_priority_tickets_overall
A-91e948,2023-01-29,Basic,41,EdTech,AU,partner,False,0,611,Enterprise,41.0,8159.0,97908.0,monthly,1.0,0.0,0.0,82,31.0,15.5,1.0,2.0,35.0,11.666666666666666,1.0,3.0,279.55555555555554,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A-104f1a,2024-08-17,Pro,24,Cybersecurity,US,other,False,1,45,Pro,45.0,0.0,0.0,annual,0.0,0.0,2.0,7,0.0,0.0,0.0,0.0,26.0,8.666666666666666,1.0,3.0,353.64864864864865,0.0,0.0,0.0,0.0,1.6041666666666667,3.75,0.25
A-7988d1,2023-12-20,Basic,33,Cybersecurity,US,other,False,1,286,Basic,33.0,627.0,7524.0,monthly,0.0,0.0,6.0,3,7.0,7.0,0.0,1.0,61.0,10.166666666666666,3.0,6.0,317.1388888888889,1.0,0.375,5.0,0.0,1.2708333333333333,5.0,0.5
A-faa28c,2024-01-30,Enterprise,48,HealthTech,US,organic,False,0,245,Enterprise,48.0,9552.0,114624.0,monthly,1.0,0.0,6.0,13,0.0,0.0,0.0,0.0,33.0,11.0,0.0,3.0,289.6078431372549,0.0,0.0,0.0,0.0,2.1527777777777777,4.666666666666667,0.6666666666666666
A-f25509,2024-03-22,Enterprise,32,EdTech,US,other,False,1,193,Enterprise,32.0,6368.0,76416.0,annual,0.0,0.0,2.0,79,11.0,11.0,2.0,1.0,35.0,11.666666666666666,2.0,2.0,332.6190476190476,0.0,0.0,0.0,0.0,1.777777777777778,4.666666666666667,0.6666666666666666
A-3a7284,2024-11-17,Enterprise,31,FinTech,US,organic,False,1,-47,NO_ACTIVE_SUB,0.0,0.0,0.0,UNKNOWN,0.0,0.0,0.0,19997,6.0,6.0,1.0,1.0,95.0,10.555555555555555,9.0,9.0,320.75,1.0,2.7916666666666665,4.0,0.0,2.347222222222222,3.5,1.0
A-3a5ad8,2023-12-05,Enterprise,9,HealthTech,US,organic,True,0,301,Enterprise,9.0,0.0,0.0,monthly,1.0,0.0,3.0,24,11.0,11.0,0.0,1.0,78.0,11.142857142857142,7.0,6.0,249.36170212765958,1.0,2.7083333333333335,4.0,0.0,2.2916666666666665,4.0,1.0
A-65a46c,2023-11-04,Pro,1,HealthTech,US,event,False,0,332,Pro,13.0,637.0,7644.0,monthly,2.0,0.0,2.0,52,16.0,16.0,1.0,1.0,55.0,11.0,3.0,3.0,301.1333333333333,0.0,0.0,0.0,0.0,1.8055555555555556,3.6666666666666665,0.6666666666666666
A-8b25f2,2024-02-17,Pro,6,Cybersecurity,US,ads,False,0,227,Basic,10.0,190.0,2280.0,annual,1.0,0.0,6.0,1,24.0,12.0,0.0,2.0,72.0,12.0,2.0,6.0,290.48936170212767,0.0,0.0,0.0,0.0,1.4791666666666665,4.0,0.0
A-fabe19,2024-11-11,Enterprise,1,DevTools,UK,ads,False,0,-41,NO_ACTIVE_SUB,0.0,0.0,0.0,UNKNOWN,0.0,0.0,0.0,19997,13.0,13.0,0.0,1.0,42.0,10.5,3.0,4.0,299.64285714285717,0.0,0.0,0.0,0.0,1.6944444444444444,4.0,1.0
A-adc1f3,2024-08-05,Pro,2,Cybersecurity,US,organic,False,0,57,Basic,16.0,0.0,0.0,monthly,0.0,0.0,3.0,13,0.0,0.0,0.0,0.0,19.0,9.5,3.0,2.0,371.5,0.0,0.0,0.0,0.0,1.972222222222222,3.5,0.6666666666666666
A-503d5a,2023-10-21,Enterprise,4,FinTech,US,other,False,0,346,Pro,6.0,294.0,3528.0,monthly,0.0,0.0,1.0,95,29.0,9.666666666666666,1.0,3.0,40.0,10.0,1.0,4.0,362.0652173913044,0.0,0.0,0.0,0.0,1.5416666666666665,4.0,0.5714285714285714
A-fd7ad3,2024-11-01,Enterprise,1,Cybersecurity,US,event,False,1,-31,NO_ACTIVE_SUB,0.0,0.0,0.0,UNKNOWN,0.0,0.0,0.0,19997,38.0,7.6,4.0,4.0,68.0,8.5,4.0,7.0,294.84313725490193,1.0,2.5416666666666665,0.0,0.0,1.986111111111111,3.75,0.6666666666666666
A-186a44,2023-08-07,Enterprise,20,HealthTech,US,ads,False,0,421,Basic,20.0,380.0,4560.0,monthly,0.0,0.0,3.0,52,0.0,0.0,0.0,0.0,88.0,8.0,2.0,10.0,326.2962962962963,0.0,0.0,0.0,0.0,1.6944444444444444,3.3333333333333335,0.6666666666666666
A-e888d1,2023-03-28,Pro,14,Cybersecurity,US,other,False,1,553,Basic,14.0,266.0,3192.0,monthly,0.0,0.0,1.0,15,48.0,12.0,0.0,4.0,85.0,10.625,2.0,6.0,279.2391304347826,1.0,2.125,4.0,0.0,1.7916666666666665,4.0,0.6
A-69fad4,2023-04-06,Basic,6,FinTech,UK,ads,False,0,544,Pro,13.0,0.0,0.0,monthly,0.0,0.0,0.0,191,0.0,0.0,0.0,0.0,32.0,10.666666666666666,2.0,3.0,290.0625,2.0,0.9791666666666667,3.5,0.0,1.7916666666666667,3.6666666666666665,0.25
A-9289f6,2023-05-31,Enterprise,1,EdTech,US,event,False,0,489,Enterprise,17.0,3383.0,40596.0,monthly,0.0,0.0,1.0,16,10.0,10.0,0.0,1.0,81.0,9.0,7.0,9.0,309.8305084745763,0.0,0.0,0.0,0.0,1.0625,4.0,0.5
A-f19409,2023-03-16,Basic,23,DevTools,US,other,False,0,565,Pro,23.0,1127.0,13524.0,annual,1.0,0.0,5.0,10,25.0,12.5,2.0,2.0,83.0,9.222222222222221,6.0,8.0,307.21153846153845,0.0,0.0,0.0,0.0,0.375,0.0,0.0
A-22f2df,2024-12-14,Basic,3,DevTools,US,ads,False,0,-74,NO_ACTIVE_SUB,0.0,0.0,0.0,UNKNOWN,0.0,0.0,0.0,19997,9.0,9.0,0.0,1.0,41.0,10.25,0.0,4.0,278.6111111111111,0.0,0.0,0.0,0.0,1.8666666666666667,5.0,1.0
A-039727,2024-11-02,Pro,25,EdTech,AU,organic,False,1,-32,NO_ACTIVE_SUB,0.0,0.0,0.0,UNKNOWN,0.0,0.0,0.0,19997,30.0,10.0,3.0,3.0,137.0,11.416666666666666,6.0,12.0,319.86567164179104,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A-2e3bad,2023-08-13,Pro,61,FinTech,CA,other,False,0,415,Enterprise,61.0,12139.0,145668.0,annual,0.0,0.0,1.0,2,5.0,5.0,0.0,1.0,35.0,8.75,1.0,4.0,303.9268292682927,1.0,0.75,0.0,0.0,1.3083333333333333,3.5,0.4
A-484819,2023-02-21,Pro,18,HealthTech,US,organic,False,0,588,Basic,22.0,418.0,5016.0,annual,1.0,0.0,2.0,62,12.0,12.0,0.0,1.0,41.0,10.25,2.0,4.0,330.8709677419355,1.0,2.75,0.0,0.0,1.3833333333333333,4.5,0.6
A-425e76,2023-05-17,Enterprise,8,DevTools,UK,other,False,1,503,Enterprise,9.0,1791.0,21492.0,annual,0.0,0.0,5.0,49,32.0,10.666666666666666,0.0,3.0,65.0,9.285714285714286,4.0,7.0,309.20454545454544,0.0,0.0,0.0,0.0,2.0083333333333333,3.3333333333333335,0.6
A-e83938,2023-11-21,Pro,2,DevTools,UK,other,True,1,315,Pro,31.0,1519.0,18228.0,monthly,1.0,0.0,4.0,76,8.0,8.0,0.0,1.0,43.0,8.6,1.0,5.0,332.9642857142857,0.0,0.0,0.0,0.0,1.6805555555555556,0.0,0.0
A-ad296b,2024-07-15,Pro,38,DevTools,AU,event,False,0,78,Enterprise,38.0,7562.0,90744.0,annual,0.0,0.0,3.0,13,12.0,12.0,0.0,1.0,30.0,10.0,1.0,3.0,350.18518518518516,1.0,1.5833333333333333,3.0,0.0,1.1805555555555556,3.6666666666666665,0.6666666666666666
A-e51ec7,2023-09-23,Enterprise,2,FinTech,CA,partner,False,0,374,Enterprise,2.0,0.0,0.0,annual,1.0,0.0,2.0,15,15.0,7.5,2.0,2.0,25.0,8.333333333333334,2.0,3.0,298.64864864864865,0.0,0.0,0.0,0.0,1.375,0.0,0.0
A-0aaf6e,2024-05-11,Enterprise,3,FinTech,US,organic,False,0,143,Pro,11.0,0.0,0.0,monthly,0.0,0.0,3.0,44,8.0,8.0,1.0,1.0,50.0,8.333333333333334,1.0,6.0,311.3333333333333,0.0,0.0,0.0,0.0,1.7291666666666667,3.0,0.25
A-e61e98,2023-10-20,Enterprise,19,FinTech,US,partner,False,1,347,Enterprise,34.0,6766.0,81192.0,annual,1.0,0.0,3.0,30,70.0,8.75,2.0,7.0,157.0,8.722222222222221,9.0,14.0,242.73584905660377,0.0,0.0,0.0,0.0,1.475,4.6,0.4
A-92a333,2023-03-24,Enterprise,9,FinTech,US,event,False,0,557,Basic,9.0,171.0,2052.0,monthly,0.0,0.0,1.0,89,33.0,11.0,4.0,3.0,48.0,9.6,9.0,5.0,284.17241379310343,0.0,0.0,0.0,0.0,0.96875,0.0,0.25
A-95b24a,2023-06-06,Pro,38,FinTech,US,event,False,0,483,Basic,38.0,722.0,8664.0,monthly,2.0,1.0,2.0,19,8.0,8.0,0.0,1.0,34.0,8.5,3.0,4.0,295.8076923076923,0.0,0.0,0.0,0.0,0.8833333333333332,4.25,0.8
A-42e5e1,2024-07-09,Pro,1,DevTools,US,ads,False,1,84,Basic,1.0,19.0,228.0,annual,1.0,1.0,3.0,33,10.0,10.0,0.0,1.0,42.0,8.4,7.0,5.0,293.05882352941177,0.0,0.0,0.0,0.0,1.2083333333333333,4.0,0.6666666666666666
A-7d514c,2024-02-03,Enterprise,17,HealthTech,DE,organic,False,0,241,Basic,17.0,0.0,0.0,monthly,0.0,0.0,3.0,23,10.0,10.0,0.0,1.0,49.0,12.25,8.0,4.0,297.45238095238096,0.0,0.0,0.0,0.0,1.0,5.0,0.5
A-65aeb5,2024-01-25,Pro,9,DevTools,US,partner,False,1,250,Pro,9.0,441.0,5292.0,annual,0.0,1.0,8.0,1,41.0,10.25,6.0,4.0,71.0,8.875,7.0,8.0,283.0816326530612,0.0,0.0,0.0,0.0,1.7708333333333335,5.0,0.5
A-e2cd1b,2024-02-04,Enterprise,15,DevTools,US,other,False,0,240,Pro,45.0,2205.0,26460.0,monthly,0.0,0.0,3.0,63,8.0,8.0,0.0,1.0,58.0,9.666666666666666,0.0,5.0,282.4047619047619,1.0,1.125,5.0,0.0,1.575,4.0,0.6
A-180abf,2023-08-14,Pro,64,DevTools,US,event,False,0,414,Basic,64.0,1216.0,14592.0,monthly,1.0,0.0,1.0,83,42.0,10.5,4.0,4.0,76.0,10.857142857142858,4.0,7.0,271.04651162790697,1.0,0.4166666666666667,0.0,0.0,1.513888888888889,3.0,0.0
A-f17767,2023-01-30,Enterprise,1,DevTools,US,event,True,0,610,Pro,12.0,588.0,7056.0,monthly,0.0,0.0,1.0,41,22.0,11.0,0.0,2.0,88.0,11.0,1.0,8.0,306.609375,0.0,0.0,0.0,0.0,1.5138888888888886,4.0,0.6666666666666666
A-5a184f,2023-06-19,Enterprise,1,DevTools,DE,other,False,0,470,Enterprise,14.0,2786.0,33432.0,monthly,0.0,0.0,0.0,170,0.0,0.0,0.0,0.0,67.0,11.166666666666666,3.0,5.0,304.0869565217391,0.0,0.0,0.0,0.0,0.638888888888889,4.333333333333333,0.3333333333333333
A-7df7a7,2023-01-28,Basic,7,DevTools,US,organic,False,0,612,Enterprise,7.0,1393.0,16716.0,monthly,0.0,1.0,2.0,129,25.0,6.25,3.0,4.0,105.0,7.5,13.0,12.0,289.84615384615387,0.0,0.0,0.0,0.0,1.1666666666666667,4.0,1.0
A-1ac5e0,2024-10-20,Basic,33,DevTools,US,event,False,0,-19,NO_ACTIVE_SUB,0.0,0.0,0.0,UNKNOWN,0.0,0.0,0.0,19997,18.0,9.0,1.0,2.0,62.0,8.857142857142858,3.0,7.0,308.6938775510204,1.0,1.375,4.0,0.0,1.6845238095238098,3.8,0.5714285714285714
A-52dd88,2023-02-21,Pro,23,Cybersecurity,US,ads,False,0,588,Enterprise,23.0,4577.0,54924.0,annual,0.0,0.0,1.0,22,7.0,7.0,0.0,1.0,54.0,7.714285714285714,3.0,7.0,351.1777777777778,0.0,0.0,0.0,0.0,3.0,0.0,0.0
A-bece89,2023-12-01,Pro,26,Cybersecurity,IN,event,False,0,305,Enterprise,26.0,5174.0,62088.0,annual,1.0,0.0,0.0,134,0.0,0.0,0.0,0.0,18.0,9.0,0.0,2.0,309.64285714285717,0.0,0.0,0.0,0.0,1.3541666666666665,4.0,0.5
A-029f69,2024-03-07,Basic,3,Cybersecurity,CA,event,False,1,208,Basic,15.0,285.0,3420.0,monthly,0.0,0.0,7.0,16,51.0,10.2,2.0,4.0,103.0,9.363636363636363,3.0,9.0,313.1875,0.0,0.0,0.0,0.0,1.75,3.0,0.5
A-5c046d,2024-07-06,Basic,93,EdTech,FR,partner,False,0,87,Enterprise,93.0,18507.0,222084.0,monthly,0.0,0.0,2.0,24,19.0,6.333333333333333,0.0,3.0,27.0,6.75,1.0,3.0,279.7142857142857,0.0,0.0,0.0,0.0,0.5416666666666666,3.0,0.0
A-fb186e,2024-10-27,Basic,29,EdTech,IN,organic,False,0,-26,NO_ACTIVE_SUB,0.0,0.0,0.0,UNKNOWN,0.0,0.0,0.0,19997,24.0,12.0,0.0,2.0,26.0,8.666666666666666,0.0,3.0,313.72222222222223,1.0,1.4583333333333333,0.0,0.0,1.090277777777778,3.6666666666666665,0.3333333333333333
A-ae052e,2023-09-11,Basic,39,FinTech,CA,other,False,1,386,Pro,39.0,1911.0,22932.0,annual,0.0,0.0,0.0,29,13.0,13.0,0.0,1.0,13.0,13.0,0.0,1.0,303.44,0.0,0.0,0.0,0.0,1.3020833333333333,4.0,0.5
A-9f9299,2023-09-02,Enterprise,28,FinTech,US,organic,True,1,395,Enterprise,28.0,5572.0,66864.0,annual,0.0,0.0,4.0,60,55.0,9.166666666666666,3.0,6.0,178.0,9.88888888888889,13.0,16.0,306.8970588235294,1.0,2.7916666666666665,0.0,0.0,1.9583333333333333,0.0,0.3333333333333333
A-96e141,2023-08-12,Basic,14,DevTools,UK,partner,False,0,416,Enterprise,25.0,4975.0,59700.0,monthly,0.0,0.0,3.0,41,10.0,10.0,0.0,1.0,31.0,10.333333333333334,0.0,3.0,259.7096774193548,0.0,0.0,0.0,0.0,1.3666666666666667,4.333333333333333,0.6
A-117171,2024-09-12,Basic,45,HealthTech,FR,organic,False,1,19,NO_ACTIVE_SUB,0.0,0.0,0.0,UNKNOWN,0.0,0.0,0.0,19997,0.0,0.0,0.0,0.0,41.0,10.25,1.0,4.0,302.7894736842105,1.0,0.9166666666666666,0.0,0.0,1.2166666666666666,3.5,0.4
A-313be3,2023-11-15,Enterprise,47,EdTech,US,partner,True,0,321,Basic,47.0,0.0,0.0,annual,1.0,0.0,4.0,2,22.0,11.0,2.0,2.0,76.0,12.666666666666666,2.0,6.0,279.7708333333333,0.0,0.0,0.0,0.0,0.7083333333333334,0.0,1.0
A-671f31,2024-11-24,Basic,59,DevTools,US,ads,False,0,-54,NO_ACTIVE_SUB,0.0,0.0,0.0,UNKNOWN,0.0,0.0,0.0,19997,15.0,7.5,0.0,2.0,45.0,9.0,7.0,5.0,254.64285714285714,1.0,1.1666666666666667,5.0,0.0,1.375,4.2,0.7142857142857143
A-bbc346,2024-08-29,Enterprise,19,FinTech,US,partner,False,1,33,Enterprise,19.0,0.0,0.0,monthly,3.0,1.0,5.0,1,46.0,11.5,4.0,4.0,96.0,12.0,7.0,7.0,282.1607142857143,1.0,2.125,5.0,0.0,1.8888888888888886,4.5,0.3333333333333333
A-c16101,2024-09-06,Basic,7,EdTech,IN,other,False,1,25,Basic,16.0,304.0,3648.0,annual,1.0,1.0,3.0,8,13.0,6.5,1.0,2.0,67.0,9.571428571428571,1.0,7.0,332.4888888888889,1.0,0.7083333333333334,0.0,0.0,1.0833333333333333,5.0,1.0
A-50f3f7,2023-12-22,Basic,31,HealthTech,US,partner,False,0,284,Basic,31.0,589.0,7068.0,monthly,0.0,2.0,7.0,69,27.0,9.0,0.0,3.0,70.0,8.75,6.0,8.0,290.41379310344826,1.0,1.0833333333333333,5.0,0.0,1.5763888888888886,5.0,0.3333333333333333
A-7da956,2024-06-02,Pro,13,Cybersecurity,US,event,True,0,121,Enterprise,14.0,2786.0,33432.0,monthly,1.0,1.0,6.0,5,20.0,10.0,2.0,2.0,86.0,9.555555555555555,8.0,9.0,269.2325581395349,1.0,0.875,0.0,0.0,1.361111111111111,5.0,0.3333333333333333
A-019782,2023-04-19,Enterprise,11,DevTools,FR,event,False,0,531,Basic,14.0,266.0,3192.0,annual,0.0,0.0,1.0,98,33.0,11.0,1.0,3.0,110.0,11.0,4.0,10.0,303.2291666666667,1.0,0.4166666666666667,0.0,0.0,0.4166666666666667,0.0,1.0
A-df10db,2023-06-06,Enterprise,2,DevTools,US,other,True,0,483,Basic,14.0,266.0,3192.0,monthly,1.0,0.0,4.0,23,47.0,11.75,3.0,4.0,153.0,11.76923076923077,6.0,13.0,305.75,1.0,2.875,3.0,0.0,2.854166666666667,3.0,0.0
A-3932db,2023-10-04,Pro,19,HealthTech,CA,other,True,0,363,Enterprise,19.0,3781.0,45372.0,monthly,1.0,0.0,2.0,10,29.0,9.666666666666666,0.0,3.0,76.0,10.857142857142858,7.0,7.0,296.75,1.0,2.5416666666666665,0.0,0.0,1.7083333333333333,4.333333333333333,0.5
A-4f18f0,2024-04-21,Pro,24,DevTools,CA,other,True,1,163,Pro,24.0,0.0,0.0,annual,0.0,1.0,8.0,26,8.0,8.0,0.0,1.0,32.0,8.0,3.0,4.0,321.0377358490566,1.0,1.4166666666666667,4.0,0.0,1.6333333333333335,4.0,0.4
A-4c6f11,2023-11-27,Pro,24,FinTech,CA,organic,True,1,309,Basic,24.0,456.0,5472.0,monthly,0.0,1.0,3.0,61,0.0,0.0,0.0,0.0,35.0,11.666666666666666,0.0,3.0,309.6,0.0,0.0,0.0,0.0,1.8611111111111114,4.333333333333333,1.0
A-8ae05d,2024-04-06,Enterprise,86,FinTech,IN,other,False,0,178,Basic,86.0,1634.0,19608.0,annual,0.0,0.0,3.0,43,0.0,0.0,0.0,0.0,11.0,11.0,0.0,1.0,344.8125,0.0,0.0,0.0,0.0,1.9583333333333333,4.0,1.0
A-b78bf8,2024-11-15,Pro,33,DevTools,US,event,False,1,-45,NO_ACTIVE_SUB,0.0,0.0,0.0,UNKNOWN,0.0,0.0,0.0,19997,20.0,10.0,0.0,2.0,48.0,9.6,0.0,5.0,269.3421052631579,0.0,0.0,0.0,0.0,0.9166666666666666,4.333333333333333,0.6666666666666666
A-eafc6e,2023-07-06,Pro,27,DevTools,US,partner,False,1,453,Pro,31.0,0.0,0.0,annual,0.0,0.0,3.0,3,21.0,10.5,4.0,2.0,25.0,8.333333333333334,4.0,3.0,288.3,0.0,0.0,0.0,0.0,2.6666666666666665,0.0,0.0
A-37f969,2023-10-14,Enterprise,30,HealthTech,IN,partner,False,1,353,Enterprise,30.0,5970.0,71640.0,annual,1.0,0.0,3.0,19,10.0,10.0,0.0,1.0,46.0,11.5,1.0,4.0,353.62068965517244,0.0,0.0,0.0,0.0,0.925,3.6666666666666665,0.4
A-10b8f2,2023-01-11,Basic,47,HealthTech,DE,organic,True,0,629,Basic,47.0,0.0,0.0,monthly,1.0,0.0,2.0,47,35.0,11.666666666666666,0.0,3.0,102.0,10.2,0.0,9.0,315.5531914893617,0.0,0.0,0.0,0.0,1.9305555555555556,4.333333333333333,0.3333333333333333
A-439b2f,2024-02-21,Enterprise,1,DevTools,US,ads,False,1,223,Basic,4.0,76.0,912.0,monthly,0.0,0.0,3.0,90,0.0,0.0,0.0,0.0,11.0,11.0,0.0,1.0,291.22222222222223,0.0,0.0,0.0,0.0,0.7291666666666666,0.0,0.5
A-544d0a,2024-05-02,Basic,2,DevTools,US,organic,True,0,152,Enterprise,64.0,12736.0,152832.0,annual,0.0,1.0,5.0,7,16.0,16.0,3.0,1.0,47.0,11.75,6.0,4.0,313.0,0.0,0.0,0.0,0.0,1.6041666666666667,4.0,0.5
A-ba6516,2023-10-29,Pro,27,FinTech,US,ads,False,0,338,Pro,35.0,0.0,0.0,monthly,0.0,1.0,3.0,17,14.0,14.0,0.0,1.0,106.0,10.6,7.0,8.0,320.0181818181818,0.0,0.0,0.0,0.0,1.45,4.0,0.2
A-712426,2024-11-10,Enterprise,9,HealthTech,US,other,False,1,-40,NO_ACTIVE_SUB,0.0,0.0,0.0,UNKNOWN,0.0,0.0,0.0,19997,22.0,11.0,0.0,2.0,120.0,9.23076923076923,0.0,13.0,301.859375,2.0,1.7083333333333333,4.5,0.0,1.6,4.5,0.4
A-038089,2023-12-19,Pro,5,DevTools,FR,other,False,1,287,Pro,36.0,1764.0,21168.0,monthly,0.0,0.0,1.0,70,6.0,6.0,0.0,1.0,33.0,11.0,0.0,3.0,310.3157894736842,0.0,0.0,0.0,0.0,1.2569444444444444,3.6666666666666665,0.3333333333333333
A-afa505,2023-12-27,Basic,70,DevTools,US,partner,True,0,279,Pro,70.0,0.0,0.0,monthly,1.0,1.0,5.0,48,9.0,9.0,0.0,1.0,46.0,9.2,0.0,5.0,331.8095238095238,1.0,0.7916666666666666,0.0,0.0,1.5520833333333333,3.0,0.5
A-d5a319,2023-05-04,Enterprise,15,FinTech,US,other,False,0,516,Enterprise,31.0,6169.0,74028.0,monthly,1.0,1.0,2.0,2,22.0,11.0,2.0,2.0,55.0,11.0,5.0,5.0,338.6458333333333,1.0,0.7083333333333334,4.0,1.0,0.7083333333333334,4.0,0.0
A-f97b9a,2023-07-09,Pro,16,FinTech,US,event,False,0,450,Basic,65.0,0.0,0.0,annual,0.0,0.0,4.0,40,21.0,10.5,3.0,2.0,56.0,9.333333333333334,3.0,6.0,302.3191489361702,0.0,0.0,0.0,0.0,1.2430555555555556,3.6666666666666665,0.5
A-2f6a32,2024-08-26,Basic,19,HealthTech,US,organic,False,0,36,Basic,19.0,361.0,4332.0,annual,0.0,0.0,1.0,6,51.0,10.2,6.0,4.0,115.0,9.583333333333334,8.0,10.0,307.6101694915254,0.0,0.0,0.0,0.0,1.7083333333333335,3.5,0.0
A-856b1e,2023-10-31,Basic,19,FinTech,US,partner,False,0,336,Pro,36.0,1764.0,21168.0,monthly,0.0,0.0,0.0,241,14.0,14.0,0.0,1.0,40.0,10.0,4.0,4.0,330.3333333333333,1.0,0.041666666666666664,0.0,0.0,1.5,0.0,0.0
A-17939a,2024-12-26,Basic,1,HealthTech,US,organic,False,0,-86,NO_ACTIVE_SUB,0.0,0.0,0.0,UNKNOWN,0.0,0.0,0.0,19997,15.0,7.5,1.0,2.0,54.0,10.8,2.0,5.0,278.90697674418607,2.0,1.2708333333333335,4.0,0.0,1.5833333333333335,4.5,0.7142857142857143
A-d27f50,2024-07-20,Enterprise,44,Cybersecurity,UK,ads,False,0,73,Pro,44.0,2156.0,25872.0,annual,0.0,0.0,3.0,36,7.0,7.0,1.0,1.0,20.0,6.666666666666667,2.0,3.0,358.3255813953488,0.0,0.0,0.0,0.0,1.5625,3.75,0.5
A-e36807,2024-05-17,Pro,6,EdTech,AU,other,False,0,137,Basic,26.0,494.0,5928.0,monthly,0.0,0.0,5.0,6,6.0,6.0,2.0,1.0,14.0,7.0,3.0,2.0,288.4871794871795,1.0,0.5416666666666666,5.0,0.0,1.7083333333333333,4.5,0.5
A-ff79f2,2024-04-25,Basic,8,DevTools,US,ads,False,0,159,Enterprise,23.0,4577.0,54924.0,monthly,0.0,0.0,2.0,15,15.0,7.5,0.0,2.0,25.0,8.333333333333334,0.0,3.0,321.45714285714286,1.0,2.625,0.0,0.0,2.0833333333333335,0.0,0.0
A-5b1bcd,2023-09-16,Pro,73,DevTools,US,organic,False,0,381,Enterprise,73.0,14527.0,174324.0,monthly,0.0,0.0,3.0,7,48.0,9.6,3.0,4.0,92.0,8.363636363636363,6.0,10.0,279.1333333333333,1.0,1.7916666666666667,0.0,0.0,2.3333333333333335,4.0,0.6666666666666666
A-71615e,2024-05-18,Basic,15,EdTech,US,organic,False,0,136,Enterprise,32.0,6368.0,76416.0,monthly,2.0,0.0,6.0,10,20.0,10.0,4.0,2.0,113.0,11.3,13.0,10.0,306.64150943396226,0.0,0.0,0.0,0.0,2.0416666666666665,0.0,0.0
A-794a0b,2023-06-02,Basic,23,HealthTech,DE,organic,False,0,487,Enterprise,31.0,6169.0,74028.0,monthly,0.0,0.0,2.0,88,23.0,7.666666666666667,3.0,3.0,53.0,7.571428571428571,5.0,6.0,264.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A-86902e,2023-05-02,Enterprise,34,HealthTech,IN,other,False,1,518,Enterprise,34.0,6766.0,81192.0,monthly,1.0,0.0,2.0,101,47.0,11.75,4.0,4.0,81.0,10.125,6.0,7.0,336.75,0.0,0.0,0.0,0.0,1.7037037037037035,3.5,0.4444444444444444
A-0532a9,2024-09-25,Pro,19,FinTech,IN,event,False,1,6,Basic,19.0,361.0,4332.0,annual,0.0,0.0,0.0,5,32.0,10.666666666666666,0.0,3.0,85.0,9.444444444444445,7.0,9.0,325.2,1.0,0.7083333333333334,0.0,0.0,1.3035714285714286,3.0,0.14285714285714285
A-9779ad,2024-03-29,Pro,40,Cybersecurity,AU,event,True,0,186,Pro,40.0,1960.0,23520.0,monthly,0.0,0.0,6.0,14,14.0,14.0,2.0,1.0,37.0,9.25,2.0,4.0,276.36842105263156,0.0,0.0,0.0,0.0,0.375,0.0,1.0
A-f45426,2024-08-05,Basic,9,HealthTech,US,organic,False,1,57,Enterprise,9.0,1791.0,21492.0,monthly,0.0,1.0,5.0,4,50.0,10.0,2.0,4.0,81.0,10.125,7.0,6.0,307.6326530612245,1.0,1.5833333333333333,4.0,0.0,0.7083333333333334,4.0,0.6666666666666666
A-c1e51e,2024-10-02,Basic,3,FinTech,US,organic,False,1,-1,NO_ACTIVE_SUB,0.0,0.0,0.0,UNKNOWN,0.0,0.0,0.0,19997,15.0,7.5,0.0,2.0,33.0,8.25,5.0,4.0,279.35555555555555,1.0,1.3333333333333333,3.0,0.0,1.4166666666666667,3.25,1.0
A-fa3095,2023-09-03,Basic,70,FinTech,US,ads,False,0,394,Enterprise,70.0,13930.0,167160.0,annual,0.0,0.0,3.0,85,56.0,11.2,6.0,4.0,87.0,10.875,6.0,7.0,317.02,0.0,0.0,0.0,0.0,2.0,5.0,0.6666666666666666
A-ad64c6,2024-02-23,Pro,12,DevTools,UK,event,False,0,221,Pro,12.0,588.0,7056.0,monthly,0.0,0.0,3.0,23,7.0,7.0,2.0,1.0,16.0,8.0,2.0,2.0,357.6842105263158,0.0,0.0,0.0,0.0,1.5,5.0,0.5
A-39b19f,2023-02-03,Enterprise,1,FinTech,US,partner,False,0,606,Enterprise,24.0,0.0,0.0,annual,1.0,0.0,2.0,27,18.0,9.0,0.0,2.0,64.0,10.666666666666666,1.0,5.0,265.81481481481484,1.0,2.7083333333333335,5.0,0.0,2.0333333333333337,4.0,0.6
A-56962b,2024-04-09,Enterprise,163,EdTech,UK,partner,False,0,175,Pro,163.0,7987.0,95844.0,annual,1.0,0.0,4.0,8,11.0,11.0,0.0,1.0,28.0,9.333333333333334,3.0,3.0,316.0833333333333,0.0,0.0,0.0,0.0,1.5625,3.0,0.25
